JOIN_SN,보험계약건수,해지건수,만기건수,해지율,만기율
543342,4,1,0,0.25,0.0
543350,1,0,0,0.0,0.0
543366,2,0,0,0.0,0.0
543445,1,0,0,0.0,0.0
543500,4,1,0,0.25,0.0
543508,5,1,0,0.2,0.0
543519,15,6,0,0.4,0.0
543579,2,0,0,0.0,0.0
543606,2,0,0,0.0,0.0
543733,7,2,0,0.29,0.0
543831,4,0,0,0.0,0.0
543834,3,1,1,0.33,0.33
543866,5,1,2,0.2,0.4
543912,1,0,0,0.0,0.0
543927,3,0,0,0.0,0.0
543955,1,1,0,1.0,0.0
543965,2,0,1,0.0,0.5
544007,3,0,1,0.0,0.33
544078,11,0,8,0.0,0.73
544126,13,4,0,0.31,0.0
544127,2,0,0,0.0,0.0
544216,9,2,0,0.22,0.0
544243,4,1,1,0.25,0.25
544400,1,0,0,0.0,0.0
544408,2,0,0,0.0,0.0
544424,2,0,0,0.0,0.0
544534,10,1,3,0.1,0.3
544573,5,4,0,0.8,0.0
544642,4,2,0,0.5,0.0
544653,4,1,2,0.25,0.5
544681,1,0,0,0.0,0.0
544682,2,2,0,1.0,0.0
544745,7,0,0,0.0,0.0
544787,9,8,0,0.89,0.0
544901,3,2,0,0.67,0.0
545070,3,1,0,0.33,0.0
545072,1,0,0,0.0,0.0
545081,4,1,1,0.25,0.25
545191,2,0,0,0.0,0.0
545223,17,10,0,0.59,0.0
545348,2,1,0,0.5,0.0
545355,1,0,0,0.0,0.0
545411,7,2,0,0.29,0.0
545536,1,0,0,0.0,0.0
545560,3,1,0,0.33,0.0
545615,10,0,0,0.0,0.0
545660,1,0,0,0.0,0.0
545662,1,0,0,0.0,0.0
545697,4,1,0,0.25,0.0
545716,10,0,0,0.0,0.0
545744,1,0,0,0.0,0.0
545801,3,0,0,0.0,0.0
545829,2,0,0,0.0,0.0
545846,22,2,13,0.09,0.59
545875,7,1,4,0.14,0.57
545986,7,3,3,0.43,0.43
546010,5,2,0,0.4,0.0
546025,1,0,0,0.0,0.0
546037,2,1,0,0.5,0.0
546048,7,2,0,0.29,0.0
546079,6,0,0,0.0,0.0
546090,4,0,2,0.0,0.5
546101,1,0,1,0.0,1.0
546156,7,0,2,0.0,0.29
546206,5,1,0,0.2,0.0
546306,5,1,1,0.2,0.2
546341,4,1,0,0.25,0.0
546408,7,0,0,0.0,0.0
546514,6,4,0,0.67,0.0
546533,10,0,8,0.0,0.8
546549,4,0,1,0.0,0.25
546654,10,0,9,0.0,0.9
546777,5,1,0,0.2,0.0
546811,9,1,1,0.11,0.11
546901,3,1,0,0.33,0.0
546960,1,0,0,0.0,0.0
547014,10,3,0,0.3,0.0
547016,1,0,0,0.0,0.0
547111,4,1,0,0.25,0.0
547147,1,0,0,0.0,0.0
547204,8,0,5,0.0,0.62
547247,2,0,0,0.0,0.0
547395,5,1,0,0.2,0.0
547414,6,2,0,0.33,0.0
547430,9,6,0,0.67,0.0
547580,1,0,0,0.0,0.0
547871,2,1,2,0.5,1.0
547982,6,2,0,0.33,0.0
548027,19,3,2,0.16,0.11
548084,5,0,0,0.0,0.0
548119,4,2,0,0.5,0.0
548126,1,0,0,0.0,0.0
548146,5,0,2,0.0,0.4
548167,3,1,0,0.33,0.0
548207,6,1,0,0.17,0.0
548347,2,0,0,0.0,0.0
548375,5,0,1,0.0,0.2
548426,6,4,1,0.67,0.17
548468,3,3,0,1.0,0.0
548471,1,1,0,1.0,0.0
548621,2,1,0,0.5,0.0
548625,7,0,0,0.0,0.0
548647,6,1,1,0.17,0.17
548653,8,4,2,0.5,0.25
548670,1,0,0,0.0,0.0
548692,1,0,0,0.0,0.0
548712,3,2,0,0.67,0.0
548786,3,1,0,0.33,0.0
548831,2,1,0,0.5,0.0
548851,5,0,0,0.0,0.0
548995,8,4,1,0.5,0.12
549052,1,0,0,0.0,0.0
549093,5,5,0,1.0,0.0
549096,5,0,2,0.0,0.4
549112,22,0,22,0.0,1.0
549116,6,0,0,0.0,0.0
549234,3,0,1,0.0,0.33
549241,9,4,0,0.44,0.0
549246,11,0,2,0.0,0.18
549258,13,2,1,0.15,0.08
549265,1,0,0,0.0,0.0
549280,5,0,0,0.0,0.0
549282,3,1,0,0.33,0.0
549297,3,1,0,0.33,0.0
549313,2,0,0,0.0,0.0
549394,4,0,2,0.0,0.5
549442,6,0,1,0.0,0.17
549527,1,0,0,0.0,0.0
549546,1,0,0,0.0,0.0
549666,11,2,2,0.18,0.18
549693,2,0,0,0.0,0.0
549708,4,2,0,0.5,0.0
549783,1,0,0,0.0,0.0
549818,1,0,0,0.0,0.0
549833,6,1,0,0.17,0.0
549903,1,0,1,0.0,1.0
549932,3,0,0,0.0,0.0
549996,1,0,0,0.0,0.0
550049,6,4,0,0.67,0.0
550053,10,0,1,0.0,0.1
550110,1,0,0,0.0,0.0
550122,6,3,0,0.5,0.0
550198,1,0,0,0.0,0.0
550226,2,1,0,0.5,0.0
550256,2,1,0,0.5,0.0
550283,5,0,0,0.0,0.0
550293,3,0,1,0.0,0.33
550322,14,0,2,0.0,0.14
550371,8,4,0,0.5,0.0
550414,3,0,0,0.0,0.0
550422,7,3,1,0.43,0.14
550423,10,1,4,0.1,0.4
550512,1,0,0,0.0,0.0
550526,8,0,0,0.0,0.0
550549,6,0,1,0.0,0.17
550622,2,0,0,0.0,0.0
550626,7,0,0,0.0,0.0
550629,3,1,1,0.33,0.33
550683,6,0,0,0.0,0.0
550715,3,1,1,0.33,0.33
550745,1,0,0,0.0,0.0
550748,8,0,0,0.0,0.0
550782,1,0,0,0.0,0.0
550801,4,1,0,0.25,0.0
550949,2,1,1,0.5,0.5
550986,1,0,0,0.0,0.0
551091,1,0,0,0.0,0.0
551166,2,0,0,0.0,0.0
551168,1,0,0,0.0,0.0
551304,4,1,0,0.25,0.0
551342,6,2,0,0.33,0.0
551364,8,1,0,0.12,0.0
551430,3,0,0,0.0,0.0
551581,1,1,0,1.0,0.0
551709,7,0,0,0.0,0.0
551773,3,0,0,0.0,0.0
551877,1,0,0,0.0,0.0
551962,7,1,6,0.14,0.86
552018,10,1,3,0.1,0.3
552037,2,0,0,0.0,0.0
552101,2,0,0,0.0,0.0
552149,2,1,0,0.5,0.0
552313,8,0,0,0.0,0.0
552347,1,0,0,0.0,0.0
552370,15,6,0,0.4,0.0
552379,7,1,0,0.14,0.0
552409,1,0,0,0.0,0.0
552431,4,0,1,0.0,0.25
552475,4,0,0,0.0,0.0
552518,2,0,0,0.0,0.0
552640,9,0,1,0.0,0.11
552645,1,0,0,0.0,0.0
552681,3,0,0,0.0,0.0
552802,4,2,0,0.5,0.0
552885,3,2,1,0.67,0.33
553084,5,1,0,0.2,0.0
553087,3,1,0,0.33,0.0
553183,1,1,0,1.0,0.0
553279,1,0,0,0.0,0.0
553359,5,0,1,0.0,0.2
553383,7,6,0,0.86,0.0
553387,15,1,0,0.07,0.0
553468,3,1,1,0.33,0.33
553488,1,0,0,0.0,0.0
553565,9,1,2,0.11,0.22
553571,3,0,1,0.0,0.33
553612,10,1,0,0.1,0.0
553631,1,0,0,0.0,0.0
553724,7,4,1,0.57,0.14
553755,6,1,1,0.17,0.17
553876,4,0,2,0.0,0.5
553887,2,1,0,0.5,0.0
553892,6,1,0,0.17,0.0
553894,4,2,0,0.5,0.0
553916,3,0,0,0.0,0.0
553934,5,0,1,0.0,0.2
553973,3,0,2,0.0,0.67
554041,5,0,0,0.0,0.0
554142,1,0,0,0.0,0.0
554157,6,1,4,0.17,0.67
554203,1,0,0,0.0,0.0
554234,5,0,1,0.0,0.2
554251,2,0,2,0.0,1.0
554385,3,0,3,0.0,1.0
554386,7,1,4,0.14,0.57
554403,10,1,0,0.1,0.0
554541,3,0,0,0.0,0.0
554761,2,0,0,0.0,0.0
554788,8,2,0,0.25,0.0
554834,5,0,0,0.0,0.0
554869,3,0,0,0.0,0.0
554895,3,0,0,0.0,0.0
555001,11,2,0,0.18,0.0
555049,7,0,2,0.0,0.29
555066,4,0,2,0.0,0.5
555136,4,0,0,0.0,0.0
555197,3,0,0,0.0,0.0
555263,10,2,1,0.2,0.1
555276,4,1,1,0.25,0.25
555297,3,2,0,0.67,0.0
555365,7,1,0,0.14,0.0
555426,2,0,0,0.0,0.0
555428,4,0,0,0.0,0.0
555439,5,1,2,0.2,0.4
555452,1,0,0,0.0,0.0
555459,11,3,1,0.27,0.09
555460,3,2,0,0.67,0.0
555481,2,1,0,0.5,0.0
555483,1,1,0,1.0,0.0
555513,7,3,0,0.43,0.0
555521,3,1,0,0.33,0.0
555569,9,4,1,0.44,0.11
555623,1,1,0,1.0,0.0
555638,7,2,0,0.29,0.0
555664,2,0,0,0.0,0.0
555711,5,0,0,0.0,0.0
555789,1,1,0,1.0,0.0
555805,1,0,0,0.0,0.0
555823,2,0,0,0.0,0.0
555839,5,0,0,0.0,0.0
555919,2,0,0,0.0,0.0
556042,4,0,0,0.0,0.0
556059,4,0,0,0.0,0.0
556069,9,3,0,0.33,0.0
556077,13,2,1,0.15,0.08
556101,5,1,1,0.2,0.2
556143,1,0,0,0.0,0.0
556206,4,3,0,0.75,0.0
556284,20,13,4,0.65,0.2
556295,3,1,2,0.33,0.67
556313,1,1,0,1.0,0.0
556361,8,0,1,0.0,0.12
556466,3,0,2,0.0,0.67
556600,6,0,0,0.0,0.0
556639,1,0,0,0.0,0.0
556649,6,4,0,0.67,0.0
556851,32,3,20,0.09,0.62
556911,1,0,0,0.0,0.0
556965,6,1,0,0.17,0.0
556969,1,0,0,0.0,0.0
557048,1,0,0,0.0,0.0
557075,7,1,0,0.14,0.0
557186,9,6,0,0.67,0.0
557212,3,0,3,0.0,1.0
557230,13,7,0,0.54,0.0
557303,3,1,0,0.33,0.0
557326,4,0,0,0.0,0.0
557350,12,2,0,0.17,0.0
557392,12,2,3,0.17,0.25
557408,2,0,0,0.0,0.0
557413,6,0,3,0.0,0.5
557575,9,0,7,0.0,0.78
557639,3,0,2,0.0,0.67
557688,5,1,2,0.2,0.4
557694,5,0,1,0.0,0.2
557768,6,3,1,0.5,0.17
557833,7,4,0,0.57,0.0
557842,2,1,0,0.5,0.0
557881,5,0,0,0.0,0.0
557917,4,0,0,0.0,0.0
557996,3,0,1,0.0,0.33
558000,4,1,2,0.25,0.5
558049,3,0,1,0.0,0.33
558123,5,1,0,0.2,0.0
558209,1,0,2,0.0,2.0
558210,5,0,0,0.0,0.0
558311,1,0,0,0.0,0.0
558346,8,5,0,0.62,0.0
558457,2,0,0,0.0,0.0
558539,3,2,0,0.67,0.0
558681,5,0,2,0.0,0.4
558722,5,0,0,0.0,0.0
558764,10,5,0,0.5,0.0
558766,1,0,0,0.0,0.0
558774,4,0,0,0.0,0.0
558828,8,2,0,0.25,0.0
558868,5,0,0,0.0,0.0
558949,8,4,0,0.5,0.0
558976,5,0,1,0.0,0.2
559027,5,2,0,0.4,0.0
559066,10,3,1,0.3,0.1
559126,12,4,0,0.33,0.0
559160,9,0,5,0.0,0.56
559190,7,0,1,0.0,0.14
559245,2,1,0,0.5,0.0
559321,4,2,0,0.5,0.0
559408,22,11,0,0.5,0.0
559415,3,2,0,0.67,0.0
559450,3,1,1,0.33,0.33
559457,5,0,2,0.0,0.4
559460,3,0,0,0.0,0.0
559505,4,0,1,0.0,0.25
559611,5,4,0,0.8,0.0
559615,7,0,3,0.0,0.43
559622,3,2,0,0.67,0.0
559658,16,2,0,0.12,0.0
559698,6,0,8,0.0,1.33
559699,4,4,0,1.0,0.0
559914,10,1,5,0.1,0.5
559932,8,5,0,0.62,0.0
559991,4,0,0,0.0,0.0
560013,7,1,0,0.14,0.0
560039,3,1,1,0.33,0.33
560068,5,2,0,0.4,0.0
560103,3,0,0,0.0,0.0
560135,4,1,1,0.25,0.25
560144,6,1,3,0.17,0.5
560146,2,0,0,0.0,0.0
560163,7,0,4,0.0,0.57
560222,13,7,0,0.54,0.0
560234,6,1,1,0.17,0.17
560315,2,1,0,0.5,0.0
560364,9,5,0,0.56,0.0
560384,7,3,0,0.43,0.0
560531,1,0,0,0.0,0.0
560654,1,0,0,0.0,0.0
560693,3,0,0,0.0,0.0
560716,13,1,0,0.08,0.0
560729,6,3,0,0.5,0.0
560823,2,0,0,0.0,0.0
560850,2,2,0,1.0,0.0
560874,8,2,0,0.25,0.0
561064,3,0,0,0.0,0.0
561068,6,0,0,0.0,0.0
561075,8,3,2,0.38,0.25
561081,10,8,0,0.8,0.0
561121,3,2,0,0.67,0.0
561134,7,3,0,0.43,0.0
561163,8,3,1,0.38,0.12
561164,1,0,0,0.0,0.0
561179,9,6,1,0.67,0.11
561235,9,3,0,0.33,0.0
561303,2,0,1,0.0,0.5
561362,4,3,0,0.75,0.0
561367,1,0,0,0.0,0.0
561398,4,0,3,0.0,0.75
561407,3,0,1,0.0,0.33
561426,1,0,0,0.0,0.0
561451,1,0,0,0.0,0.0
561497,12,1,0,0.08,0.0
561514,2,0,0,0.0,0.0
561539,7,1,0,0.14,0.0
561639,1,1,0,1.0,0.0
561681,3,1,0,0.33,0.0
561774,3,0,0,0.0,0.0
561816,2,1,1,0.5,0.5
561830,1,0,0,0.0,0.0
561839,3,0,0,0.0,0.0
561859,3,0,0,0.0,0.0
561887,1,1,0,1.0,0.0
561895,1,1,0,1.0,0.0
561948,1,0,0,0.0,0.0
561971,5,1,4,0.2,0.8
561983,5,1,0,0.2,0.0
562089,27,4,2,0.15,0.07
562101,5,1,0,0.2,0.0
562182,7,1,0,0.14,0.0
562193,3,1,0,0.33,0.0
562269,6,1,0,0.17,0.0
562313,5,0,1,0.0,0.2
562324,6,2,0,0.33,0.0
562344,4,0,0,0.0,0.0
562453,8,3,0,0.38,0.0
562525,1,0,0,0.0,0.0
562545,1,0,0,0.0,0.0
562695,2,0,0,0.0,0.0
562728,1,0,0,0.0,0.0
562847,14,1,2,0.07,0.14
562868,2,0,1,0.0,0.5
562888,4,0,1,0.0,0.25
562981,2,0,0,0.0,0.0
563021,3,1,0,0.33,0.0
563023,3,1,0,0.33,0.0
563073,7,3,0,0.43,0.0
563110,4,0,0,0.0,0.0
563190,10,0,8,0.0,0.8
563209,6,1,0,0.17,0.0
563227,6,1,0,0.17,0.0
563284,4,2,1,0.5,0.25
563301,6,2,0,0.33,0.0
563405,1,0,1,0.0,1.0
563411,9,2,0,0.22,0.0
563420,4,1,0,0.25,0.0
563447,7,1,0,0.14,0.0
563454,4,0,2,0.0,0.5
563464,5,1,1,0.2,0.2
563551,4,1,0,0.25,0.0
563553,8,1,1,0.12,0.12
563586,1,0,0,0.0,0.0
563595,10,5,0,0.5,0.0
563640,2,0,0,0.0,0.0
563674,7,2,1,0.29,0.14
563731,7,0,5,0.0,0.71
563803,2,0,0,0.0,0.0
563808,4,4,0,1.0,0.0
563820,6,0,0,0.0,0.0
563832,3,0,0,0.0,0.0
563862,5,1,0,0.2,0.0
563899,3,2,0,0.67,0.0
563935,9,2,4,0.22,0.44
563939,13,4,0,0.31,0.0
563981,12,2,1,0.17,0.08
564023,8,5,0,0.62,0.0
564131,3,0,0,0.0,0.0
564147,1,1,0,1.0,0.0
564203,4,0,0,0.0,0.0
564211,4,3,0,0.75,0.0
564369,6,0,2,0.0,0.33
564429,9,0,1,0.0,0.11
564471,1,0,0,0.0,0.0
564566,12,2,1,0.17,0.08
564663,3,1,0,0.33,0.0
564696,6,1,0,0.17,0.0
564822,1,1,0,1.0,0.0
564848,1,0,0,0.0,0.0
564871,3,1,0,0.33,0.0
564897,1,1,0,1.0,0.0
564913,6,0,1,0.0,0.17
564920,2,0,0,0.0,0.0
565027,1,0,0,0.0,0.0
565051,4,0,0,0.0,0.0
565056,5,1,1,0.2,0.2
565082,2,0,0,0.0,0.0
565157,6,2,0,0.33,0.0
565175,8,3,0,0.38,0.0
565397,1,0,0,0.0,0.0
565434,14,2,0,0.14,0.0
565453,1,0,0,0.0,0.0
565475,1,0,0,0.0,0.0
565509,4,0,0,0.0,0.0
565538,1,1,0,1.0,0.0
565634,8,4,0,0.5,0.0
565666,3,0,0,0.0,0.0
565751,1,1,0,1.0,0.0
565787,1,0,0,0.0,0.0
565829,1,0,0,0.0,0.0
565952,4,2,0,0.5,0.0
565973,5,3,1,0.6,0.2
565982,1,1,0,1.0,0.0
565994,7,3,1,0.43,0.14
566139,4,2,0,0.5,0.0
566193,1,0,0,0.0,0.0
566235,5,2,0,0.4,0.0
566387,2,1,0,0.5,0.0
566410,8,2,1,0.25,0.12
566425,2,0,0,0.0,0.0
566518,3,0,0,0.0,0.0
566603,13,9,0,0.69,0.0
566608,15,11,0,0.73,0.0
566652,25,9,3,0.36,0.12
566653,9,3,0,0.33,0.0
566707,8,4,0,0.5,0.0
566787,9,1,0,0.11,0.0
566822,4,2,0,0.5,0.0
566859,7,1,0,0.14,0.0
566860,1,0,0,0.0,0.0
566864,5,0,0,0.0,0.0
566867,2,0,1,0.0,0.5
566887,2,1,1,0.5,0.5
566892,5,0,0,0.0,0.0
566973,6,1,0,0.17,0.0
567014,3,0,0,0.0,0.0
567019,1,0,0,0.0,0.0
567060,6,1,0,0.17,0.0
567064,27,13,1,0.48,0.04
567080,1,0,0,0.0,0.0
567096,3,0,0,0.0,0.0
567297,1,0,0,0.0,0.0
567318,2,0,0,0.0,0.0
567346,13,8,0,0.62,0.0
567349,2,0,2,0.0,1.0
567393,2,2,0,1.0,0.0
567416,5,0,0,0.0,0.0
567444,2,0,0,0.0,0.0
567588,4,2,0,0.5,0.0
567593,12,7,0,0.58,0.0
567607,6,1,0,0.17,0.0
567653,2,2,0,1.0,0.0
567837,6,2,0,0.33,0.0
567884,1,0,0,0.0,0.0
567902,10,3,2,0.3,0.2
567921,1,0,0,0.0,0.0
567951,12,5,1,0.42,0.08
568007,5,1,3,0.2,0.6
568009,2,0,1,0.0,0.5
568013,5,1,1,0.2,0.2
568048,9,2,0,0.22,0.0
568065,5,0,0,0.0,0.0
568073,2,0,0,0.0,0.0
568146,3,0,0,0.0,0.0
568217,4,0,0,0.0,0.0
568243,6,0,1,0.0,0.17
568328,3,1,0,0.33,0.0
568390,5,0,0,0.0,0.0
568396,15,1,4,0.07,0.27
568402,3,0,1,0.0,0.33
568407,5,3,1,0.6,0.2
568478,3,0,0,0.0,0.0
568492,3,0,1,0.0,0.33
568601,3,2,0,0.67,0.0
568619,4,2,1,0.5,0.25
568621,2,0,0,0.0,0.0
568646,1,0,0,0.0,0.0
568653,2,0,1,0.0,0.5
568804,5,1,1,0.2,0.2
568857,8,5,1,0.62,0.12
568883,1,1,0,1.0,0.0
568897,9,2,5,0.22,0.56
568909,6,1,0,0.17,0.0
568962,5,2,0,0.4,0.0
568968,2,0,0,0.0,0.0
569015,1,0,0,0.0,0.0
569077,2,1,0,0.5,0.0
569172,9,1,1,0.11,0.11
569178,3,1,0,0.33,0.0
569233,3,0,0,0.0,0.0
569369,7,2,0,0.29,0.0
569422,2,0,0,0.0,0.0
569470,1,1,0,1.0,0.0
569489,2,1,0,0.5,0.0
569506,10,2,1,0.2,0.1
569520,1,0,0,0.0,0.0
569552,1,1,0,1.0,0.0
569577,3,0,1,0.0,0.33
569618,8,2,1,0.25,0.12
569620,5,2,2,0.4,0.4
569816,2,1,0,0.5,0.0
569821,3,2,0,0.67,0.0
569876,2,0,0,0.0,0.0
569881,1,0,0,0.0,0.0
569896,1,0,0,0.0,0.0
569919,1,0,0,0.0,0.0
569981,4,1,0,0.25,0.0
569988,4,3,0,0.75,0.0
570000,1,0,0,0.0,0.0
570004,8,1,2,0.12,0.25
570038,2,1,0,0.5,0.0
570056,4,3,0,0.75,0.0
570092,1,0,0,0.0,0.0
570100,5,0,0,0.0,0.0
570144,9,2,2,0.22,0.22
570150,3,1,0,0.33,0.0
570246,4,1,1,0.25,0.25
570270,2,0,0,0.0,0.0
570331,7,1,2,0.14,0.29
570455,9,1,0,0.11,0.0
570460,2,0,0,0.0,0.0
570638,4,4,0,1.0,0.0
570676,6,1,1,0.17,0.17
570707,4,1,0,0.25,0.0
570712,1,0,0,0.0,0.0
570714,22,9,0,0.41,0.0
570725,2,0,0,0.0,0.0
570774,2,1,0,0.5,0.0
570788,2,0,0,0.0,0.0
570906,3,0,2,0.0,0.67
571004,2,0,1,0.0,0.5
571079,2,1,0,0.5,0.0
571092,5,2,1,0.4,0.2
571208,5,1,2,0.2,0.4
571236,7,1,4,0.14,0.57
571268,4,3,0,0.75,0.0
571312,1,0,0,0.0,0.0
571387,2,0,0,0.0,0.0
571394,11,0,10,0.0,0.91
571421,8,5,0,0.62,0.0
571431,2,0,0,0.0,0.0
571434,2,0,0,0.0,0.0
571437,14,5,0,0.36,0.0
571450,1,0,0,0.0,0.0
571548,2,0,0,0.0,0.0
571578,4,0,0,0.0,0.0
571640,5,1,0,0.2,0.0
571709,5,1,0,0.2,0.0
571717,10,6,0,0.6,0.0
571739,1,1,0,1.0,0.0
571822,5,0,0,0.0,0.0
571860,2,0,2,0.0,1.0
571917,3,1,0,0.33,0.0
571980,3,2,0,0.67,0.0
572030,11,0,11,0.0,1.0
572129,3,0,0,0.0,0.0
572166,10,0,9,0.0,0.9
572174,1,0,0,0.0,0.0
572264,4,1,0,0.25,0.0
572287,3,0,0,0.0,0.0
572358,8,1,4,0.12,0.5
572462,5,1,1,0.2,0.2
572513,5,1,0,0.2,0.0
572591,15,0,2,0.0,0.13
572785,4,1,0,0.25,0.0
572810,2,0,0,0.0,0.0
572819,2,0,0,0.0,0.0
573000,8,1,1,0.12,0.12
573036,5,0,4,0.0,0.8
573118,2,0,0,0.0,0.0
573314,1,0,0,0.0,0.0
573367,3,0,1,0.0,0.33
573446,9,6,0,0.67,0.0
573579,5,3,0,0.6,0.0
573594,3,0,0,0.0,0.0
573600,4,0,0,0.0,0.0
573682,1,0,0,0.0,0.0
573705,13,2,3,0.15,0.23
573787,7,0,1,0.0,0.14
573830,1,0,1,0.0,1.0
573855,1,0,0,0.0,0.0
573871,2,2,0,1.0,0.0
573928,3,1,0,0.33,0.0
573937,3,0,3,0.0,1.0
573962,9,5,3,0.56,0.33
574038,1,0,0,0.0,0.0
574079,4,1,0,0.25,0.0
574084,14,0,0,0.0,0.0
574101,4,2,0,0.5,0.0
574167,9,0,1,0.0,0.11
574184,6,5,0,0.83,0.0
574369,3,1,0,0.33,0.0
574452,1,1,0,1.0,0.0
574490,1,0,0,0.0,0.0
574552,2,1,0,0.5,0.0
574694,9,0,3,0.0,0.33
574703,8,4,0,0.5,0.0
574705,2,0,0,0.0,0.0
574707,1,0,0,0.0,0.0
574746,2,1,0,0.5,0.0
574802,18,4,0,0.22,0.0
574844,10,5,0,0.5,0.0
574894,5,0,1,0.0,0.2
574901,1,0,0,0.0,0.0
575002,1,0,0,0.0,0.0
575035,3,1,0,0.33,0.0
575039,2,0,0,0.0,0.0
575100,10,0,0,0.0,0.0
575128,6,0,1,0.0,0.17
575190,4,1,0,0.25,0.0
575205,1,1,0,1.0,0.0
575237,4,0,0,0.0,0.0
575401,3,0,2,0.0,0.67
575407,2,0,0,0.0,0.0
575450,1,0,0,0.0,0.0
575461,4,1,0,0.25,0.0
575491,1,0,0,0.0,0.0
575618,10,2,1,0.2,0.1
575660,17,1,1,0.06,0.06
575703,8,0,0,0.0,0.0
575770,6,1,0,0.17,0.0
575780,4,1,0,0.25,0.0
575796,6,0,0,0.0,0.0
575821,3,3,0,1.0,0.0
575846,10,4,2,0.4,0.2
575879,1,0,0,0.0,0.0
575882,7,0,0,0.0,0.0
575886,3,0,2,0.0,0.67
575898,3,1,0,0.33,0.0
575946,4,3,0,0.75,0.0
575990,4,1,0,0.25,0.0
576071,3,2,0,0.67,0.0
576108,2,0,1,0.0,0.5
576148,2,0,0,0.0,0.0
576160,2,0,0,0.0,0.0
576175,8,3,1,0.38,0.12
576227,1,0,0,0.0,0.0
576249,2,0,0,0.0,0.0
576372,1,0,0,0.0,0.0
576528,11,6,0,0.55,0.0
576570,2,1,0,0.5,0.0
576646,1,0,0,0.0,0.0
576699,1,0,0,0.0,0.0
576718,14,2,9,0.14,0.64
576724,5,0,3,0.0,0.6
576750,6,1,0,0.17,0.0
576828,2,0,0,0.0,0.0
576912,9,4,0,0.44,0.0
576987,9,2,0,0.22,0.0
577008,4,0,0,0.0,0.0
577092,3,0,0,0.0,0.0
577098,4,1,0,0.25,0.0
577100,13,5,0,0.38,0.0
577102,4,0,0,0.0,0.0
577247,14,3,0,0.21,0.0
577275,8,1,2,0.12,0.25
577293,2,1,0,0.5,0.0
577311,1,1,0,1.0,0.0
577324,7,0,0,0.0,0.0
577376,5,2,1,0.4,0.2
577432,2,0,0,0.0,0.0
577534,12,6,3,0.5,0.25
577553,3,0,0,0.0,0.0
577649,10,4,0,0.4,0.0
577692,2,0,0,0.0,0.0
577740,3,0,0,0.0,0.0
577757,1,0,0,0.0,0.0
577835,1,0,0,0.0,0.0
577854,3,1,0,0.33,0.0
577885,1,0,0,0.0,0.0
578025,9,0,5,0.0,0.56
578085,14,9,0,0.64,0.0
578120,5,0,2,0.0,0.4
578147,1,0,0,0.0,0.0
578168,1,0,0,0.0,0.0
578183,12,3,0,0.25,0.0
578201,1,0,0,0.0,0.0
578219,7,3,0,0.43,0.0
578252,2,0,0,0.0,0.0
578311,4,1,0,0.25,0.0
578342,16,8,1,0.5,0.06
578406,6,3,0,0.5,0.0
578510,2,2,0,1.0,0.0
578547,5,2,2,0.4,0.4
578551,1,0,0,0.0,0.0
578570,1,1,0,1.0,0.0
578689,1,0,0,0.0,0.0
578755,7,1,1,0.14,0.14
578795,9,2,1,0.22,0.11
578812,9,6,0,0.67,0.0
578841,6,3,0,0.5,0.0
578913,2,0,0,0.0,0.0
578989,4,0,0,0.0,0.0
579034,4,1,0,0.25,0.0
579038,6,0,3,0.0,0.5
579053,1,0,0,0.0,0.0
579067,4,1,0,0.25,0.0
579150,3,0,0,0.0,0.0
579157,3,0,0,0.0,0.0
579279,1,0,0,0.0,0.0
579335,2,0,0,0.0,0.0
579348,5,0,0,0.0,0.0
579359,3,0,4,0.0,1.33
579364,4,2,0,0.5,0.0
579435,8,6,0,0.75,0.0
579443,9,0,3,0.0,0.33
579480,8,0,2,0.0,0.25
579501,6,0,0,0.0,0.0
579542,9,3,3,0.33,0.33
579580,2,1,1,0.5,0.5
579629,3,0,0,0.0,0.0
579632,1,0,0,0.0,0.0
579645,1,0,0,0.0,0.0
579655,10,1,1,0.1,0.1
579794,1,0,0,0.0,0.0
579822,1,0,0,0.0,0.0
579923,8,5,0,0.62,0.0
579983,7,1,0,0.14,0.0
580114,2,0,1,0.0,0.5
580208,10,3,1,0.3,0.1
580231,12,1,1,0.08,0.08
580279,5,0,0,0.0,0.0
580411,2,0,0,0.0,0.0
580421,3,2,0,0.67,0.0
580512,18,1,2,0.06,0.11
580550,4,0,1,0.0,0.25
580557,2,2,0,1.0,0.0
580649,3,0,0,0.0,0.0
580726,4,1,0,0.25,0.0
580757,1,1,0,1.0,0.0
580774,14,1,12,0.07,0.86
580806,9,3,1,0.33,0.11
580838,7,1,0,0.14,0.0
580927,1,0,0,0.0,0.0
581021,2,0,1,0.0,0.5
581055,6,0,0,0.0,0.0
581070,11,4,0,0.36,0.0
581130,3,0,1,0.0,0.33
581132,4,1,0,0.25,0.0
581244,7,0,0,0.0,0.0
581249,2,0,0,0.0,0.0
581334,7,2,0,0.29,0.0
581344,2,1,0,0.5,0.0
581346,2,0,0,0.0,0.0
581421,2,1,0,0.5,0.0
581446,13,10,0,0.77,0.0
581492,14,2,0,0.14,0.0
581586,6,1,0,0.17,0.0
581612,1,0,0,0.0,0.0
581627,11,0,2,0.0,0.18
581653,1,0,0,0.0,0.0
581748,7,4,2,0.57,0.29
581749,4,1,0,0.25,0.0
581787,2,0,0,0.0,0.0
581828,5,4,0,0.8,0.0
